,features/alcohol,features/chlorides,features/citric acid,features/density,features/fixed acidity,features/free sulfur dioxide,features/pH,features/residual sugar,features/sulphates,features/total sulfur dioxide,features/volatile acidity,quality,type
4941,9.4,0.065,0.39,0.9974,7.5,29.0,3.16,12.4,0.38999998569488525,119.0,0.33,5,white
4942,11.5,0.036,0.49,0.9932,6.9,49.0,3.2,6.6,0.27000001072883606,172.0,0.19,6,white
4943,10.5,0.039,0.24,0.99511,6.3,25.0,3.59,6.0,0.49000000953674316,107.0,0.1,7,white
4944,9.3,0.137,0.31,0.9951,6.6,35.0,3.2,5.3,0.3799999952316284,163.0,0.27,5,white
4945,11.6,0.047,0.3,0.99152,6.9,13.0,3.16,2.0,0.5099999904632568,117.0,0.17,6,white
4946,10.7,0.027,0.4,0.992,8.2,36.0,3.12,1.2,0.3799999952316284,121.0,0.23,6,white
4947,9.4,0.123,0.24,0.9953,6.8,35.0,3.07,6.6,0.47999998927116394,116.0,0.3,5,white
4948,12.3,0.029,0.32,0.99146,6.8,31.0,3.0,8.7,0.3400000035762787,105.0,0.32,7,white
4949,11.3,0.041,0.24,0.9914,6.0,25.0,3.31,3.3,0.4399999976158142,143.0,0.31,6,white
4950,10.5,0.045,0.32,0.9914,7.0,40.0,2.98,1.6,0.4399999976158142,120.0,0.22,6,white
4951,10.5,0.042,0.3,0.9931,5.9,25.0,3.68,1.4,0.7200000286102295,119.0,0.17,6,white
4952,10.3,0.031,0.49,0.9932,8.5,17.0,3.03,1.5,0.4000000059604645,122.0,0.15,6,white
4953,11.1,0.021,0.38,0.99338,7.5,23.0,3.13,5.7,0.6200000047683716,125.0,0.26,6,white
4954,9.4,0.046,0.27,0.9934,6.3,34.0,3.37,1.2,0.5400000214576721,175.0,0.33,6,white
4955,9.2,0.043,0.61,0.9987,7.2,14.0,3.06,16.2,0.36000001430511475,103.0,0.2,6,white
4956,12.3,0.035,0.33,0.9925,6.9,26.0,3.25,4.1,0.7900000214576721,155.0,0.3,8,white
4957,10.5,0.072,0.24,0.99785,7.9,44.0,3.03,15.6,0.5899999737739563,229.0,0.35,6,white
4958,11.7,0.032,0.42,0.9908,6.4,32.0,3.3,2.9,0.4099999964237213,83.0,0.19,6,white
4959,8.7,0.077,0.2,0.9944,5.3,48.0,3.3,1.1,0.5400000214576721,166.0,0.3,4,white
4960,10.5,0.04,0.28,0.9917,6.2,24.0,3.19,2.2,0.47999998927116394,125.0,0.22,6,white
4961,9.0,0.034,0.16,0.9955,6.9,65.0,3.08,6.8,0.38999998569488525,212.0,0.29,6,white
4962,11.5,0.041,0.27,0.99335,7.1,26.0,3.04,10.4,0.5199999809265137,114.0,0.27,7,white
4963,9.1,0.045,0.38,0.99572,6.2,54.0,3.17,7.9,0.46000000834465027,208.0,0.25,5,white
4964,10.8,0.045,0.4,0.9914,7.2,31.0,2.88,1.4,0.3799999952316284,106.0,0.24,6,white
4965,10.2,0.054,0.24,0.99545,5.6,59.0,3.17,9.8,0.38999998569488525,140.0,0.225,6,white
4966,10.6,0.046,0.28,0.99432,5.9,37.0,3.23,8.6,0.5299999713897705,142.0,0.23,6,white
4967,11.4,0.04,0.31,0.9918,7.3,39.0,3.19,1.6,0.5099999904632568,173.0,0.26,6,white
4968,12.0,0.036,0.36,0.99006,6.8,38.0,3.19,1.4,0.6600000262260437,108.0,0.17,6,white
4969,8.8,0.056,0.48,0.99803,7.5,61.0,2.97,12.4,0.5199999809265137,176.5,0.35,5,white
4970,10.0,0.056,0.42,0.9968,10.0,34.0,3.11,1.6,0.46000000834465027,181.0,0.91,4,white
4971,10.9,0.042,0.27,0.99094,6.4,35.0,3.03,2.1,0.6299999952316284,100.0,0.23,6,white
4972,10.9,0.044,0.49,0.9928,8.2,29.0,3.24,1.0,0.36000001430511475,118.0,0.29,4,white
4973,10.8,0.052,0.41,0.99228,7.2,24.0,3.19,1.6,0.49000000953674316,126.0,0.17,5,white
4974,12.0,0.033,0.3,0.9906,6.8,27.0,3.0,3.5,0.3700000047683716,135.0,0.43,6,white
4975,8.8,0.044,0.51,0.9976,6.8,62.0,3.19,11.8,0.4399999976158142,163.0,0.37,5,white
4976,9.2,0.034,0.22,0.9989,6.8,16.0,3.07,17.8,0.5299999713897705,116.0,0.27,5,white
4977,10.4,0.032,0.36,0.9921,8.0,21.0,3.08,1.2,0.3700000047683716,78.0,0.2,6,white
4978,9.5,0.04,0.33,0.995,7.0,25.0,3.19,5.8,0.5799999833106995,136.0,0.23,6,white
4979,9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49000000953674316,229.0,0.19,7,white
4980,9.5,0.044,0.56,0.998,10.7,37.0,2.87,8.2,0.6800000071525574,181.0,0.22,6,white
4981,13.0,0.023,0.22,0.98928,6.2,5.0,3.04,1.9,0.7900000214576721,56.0,0.41,7,white
4982,9.4,0.037,0.15,0.99642,6.6,38.0,3.28,10.0,0.5199999809265137,157.0,0.56,5,white
4983,10.3,0.06,0.29,0.99572,7.7,27.0,3.49,4.8,0.5899999737739563,156.0,0.29,6,white
4984,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,14.7,0.38999998569488525,149.0,0.15,7,white
4985,9.4,0.052,0.4,0.9986,6.9,81.0,3.2,15.4,0.6899999976158142,198.0,0.24,5,white
4986,9.1,0.048,0.26,0.9964,7.4,47.0,3.26,8.6,0.36000001430511475,206.0,0.31,5,white
4987,10.0,0.05,0.28,0.99437,8.0,34.0,3.13,4.8,0.5,150.0,0.26,6,white
4988,11.1,0.047,0.35,0.99111,6.8,40.0,3.07,1.5,0.7200000286102295,117.0,0.14,6,white
4989,12.5,0.035,0.29,0.98916,6.6,15.0,3.04,2.9,0.3700000047683716,101.0,0.38,6,white
4990,12.6,0.036,0.29,0.98865,5.8,25.0,3.24,1.3,0.3499999940395355,68.0,0.22,6,white
4991,9.1,0.044,0.3,0.9972,7.2,61.0,3.14,10.7,0.5,222.0,0.28,6,white
4992,9.2,0.052,0.39,0.99888,6.5,22.0,3.11,17.3,0.4699999988079071,126.0,0.24,6,white
4993,8.7,0.056,0.55,1.0017,7.4,53.0,2.96,16.6,0.5799999833106995,238.0,0.32,6,white
4994,13.6,0.029,0.3,0.98742,5.4,25.0,3.31,1.2,0.4000000059604645,93.0,0.3,7,white
4995,12.5,0.026,0.41,0.991,7.8,29.0,3.02,1.7,0.7799999713897705,140.0,0.16,6,white
4996,12.5,0.043,0.28,0.98918,6.1,24.0,3.14,1.7,0.4399999976158142,98.0,0.26,6,white
4997,8.8,0.047,0.23,0.99906,6.6,37.0,3.08,17.3,0.46000000834465027,118.0,0.22,6,white
4998,10.1,0.04,0.28,0.99541,7.8,46.0,3.14,7.2,0.6000000238418579,179.0,0.25,6,white
4999,9.8,0.042,0.26,0.99612,6.5,21.0,3.43,8.2,0.6399999856948853,133.0,0.27,6,white
5000,11.5,0.031,0.32,0.99437,5.5,16.0,3.26,14.0,0.3799999952316284,99.0,0.15,8,white
5001,9.8,0.059,0.29,0.99328,7.6,37.0,3.09,2.5,0.3700000047683716,115.0,0.27,5,white
5002,9.2,0.043,0.34,0.9964,6.7,31.0,3.22,8.9,0.6000000238418579,172.0,0.47,5,white
5003,10.7,0.049,0.32,0.99332,6.8,37.0,3.12,7.6,0.4399999976158142,107.0,0.19,7,white
5004,9.9,0.058,0.32,0.9956,7.2,47.0,3.19,8.5,0.4000000059604645,186.0,0.23,6,white
5005,11.5,0.037,0.4,0.9935,7.4,34.0,3.05,5.5,0.6200000047683716,161.0,0.17,4,white
5006,9.4,0.043,0.18,0.99566,6.7,57.0,3.17,7.7,0.4399999976158142,200.0,0.31,6,white
5007,9.1,0.047,0.53,0.9984,7.3,60.5,3.06,12.7,0.44999998807907104,156.0,0.26,6,white
5008,10.4,0.029,0.28,0.99347,6.9,14.0,3.24,4.4,0.46000000834465027,107.0,0.15,8,white
5009,9.6,0.05,0.51,0.9976,7.0,40.0,3.07,13.6,0.5199999809265137,168.0,0.3,7,white
5010,13.1,0.032,0.25,0.98988,6.4,15.0,3.26,4.2,0.5199999809265137,91.0,0.4,6,white
5011,9.0,0.045,0.49,0.9963,6.2,12.0,3.27,6.4,0.5699999928474426,115.0,0.43,4,white
5012,10.5,0.037,0.27,0.99444,7.1,19.0,3.04,9.6,0.3700000047683716,105.0,0.2,7,white
5013,9.3,0.036,0.38,0.9951,6.2,64.0,3.06,6.8,0.36000001430511475,245.0,0.21,6,white
5014,9.4,0.046,0.52,0.9966,6.6,8.0,3.07,11.3,0.46000000834465027,110.0,0.36,5,white
5015,11.9,0.026,0.34,0.9907,5.7,21.0,3.41,4.2,0.44999998807907104,77.0,0.36,6,white
5016,9.3,0.048,0.31,0.9951,6.4,42.0,3.19,5.5,0.6600000262260437,173.0,0.33,6,white
5017,10.4,0.052,0.28,0.99432,5.4,27.0,3.19,7.8,0.3799999952316284,91.0,0.265,6,white
5018,10.8,0.045,0.31,0.9925,7.2,20.0,3.32,1.1,0.4000000059604645,73.0,0.18,7,white
5019,10.0,0.051,0.34,0.99314,6.6,40.5,3.15,2.6,0.6100000143051147,210.0,0.34,5,white
5020,12.3,0.039,0.3,0.992,5.7,24.0,3.54,5.7,0.6100000143051147,98.0,0.43,7,white
5021,11.1,0.047,0.49,0.99178,7.6,20.0,3.15,2.5,0.47999998927116394,130.0,0.21,5,white
5022,10.1,0.037,0.29,0.9926,7.3,37.0,3.19,1.2,0.699999988079071,97.0,0.24,6,white
5023,9.1,0.062,0.31,1.0002,7.4,42.0,3.27,17.95,0.6399999856948853,187.0,0.35,5,white
5024,9.0,0.058,0.39,0.9979,7.2,49.0,2.98,14.2,0.47999998927116394,192.0,0.23,7,white
5025,12.4,0.035,0.29,0.9895,5.2,64.0,3.19,5.15,0.3400000035762787,138.0,0.285,8,white
5026,12.2,0.039,0.35,0.9918,7.0,24.0,3.17,1.5,0.6399999856948853,125.0,0.32,6,white
5027,11.0,0.043,0.38,0.99296,7.6,10.0,3.17,2.1,0.6499999761581421,98.0,0.3,5,white
5028,10.3,0.045,0.25,0.99329,7.3,32.0,3.18,2.5,0.5400000214576721,122.0,0.3,5,white
5029,10.6,0.032,0.28,0.9951,7.4,43.0,3.1,10.2,0.4699999988079071,138.0,0.29,6,white
5030,13.4,0.032,0.24,0.98934,6.2,19.0,3.04,6.1,0.25999999046325684,86.0,0.37,8,white
5031,9.5,0.058,0.46,0.996,9.2,39.0,3.14,3.2,0.5799999833106995,133.0,0.28,5,white
5032,9.5,0.048,0.19,0.99438,5.4,36.0,3.26,7.1,0.4099999964237213,110.0,0.185,6,white
5033,8.8,0.04,0.46,0.9932,5.7,31.0,3.13,1.4,0.4699999988079071,169.0,0.46,5,white
5034,13.6,0.03,0.23,0.99164,7.7,28.0,2.93,10.8,0.4099999964237213,95.0,0.38,6,white
5035,11.0,0.052,0.38,0.9947,6.6,30.0,3.32,7.9,0.5600000023841858,145.0,0.2,7,white
5036,9.3,0.048,0.4,0.9988,8.4,33.0,3.4,8.9,0.46000000834465027,146.0,0.28,5,white
5037,8.7,0.06,0.07,0.9931,6.0,9.0,3.11,1.2,0.3499999940395355,108.0,0.67,4,white
5038,9.8,0.04,0.2,0.99442,5.8,42.0,3.15,7.3,0.47999998927116394,145.0,0.27,5,white
5039,9.5,0.064,0.19,0.99297,6.5,36.0,3.05,1.1,0.5,191.0,0.22,6,white
5040,10.8,0.042,0.34,0.99278,7.2,16.0,2.99,6.4,0.4000000059604645,111.0,0.17,6,white
5041,11.2,0.043,0.42,0.99066,6.3,63.0,3.13,1.1,0.7200000286102295,146.0,0.13,7,white
5042,10.6,0.048,0.25,0.99212,6.5,39.0,3.28,1.7,0.5699999928474426,177.0,0.51,5,white
5043,10.9,0.025,0.35,0.99244,7.4,10.0,2.79,6.1,0.5199999809265137,40.0,0.2,5,white
5044,11.0,0.034,0.49,0.9939,7.3,29.0,2.99,9.4,0.3199999928474426,134.0,0.22,7,white
5045,12.0,0.044,0.34,0.99184,6.5,27.0,3.28,5.7,0.6000000238418579,91.0,0.32,7,white
5046,11.8,0.035,0.4,0.9911,7.0,16.0,3.19,1.7,0.41999998688697815,85.0,0.14,6,white
5047,9.0,0.041,0.58,0.9966,7.6,62.0,3.07,7.9,0.3799999952316284,180.0,0.26,5,white
5048,10.6,0.032,0.34,0.9927,6.8,37.0,3.2,4.6,0.38999998569488525,135.0,0.24,5,white
5049,12.2,0.03,0.31,0.99031,5.4,27.0,3.3,4.0,0.4300000071525574,108.0,0.33,7,white
5050,10.4,0.052,0.29,0.99544,6.8,51.0,3.02,11.9,0.5799999833106995,149.0,0.28,6,white
5051,12.5,0.037,0.3,0.98914,7.2,11.0,2.96,1.2,0.36000001430511475,95.0,0.24,6,white
5052,13.9,0.038,0.28,0.98711,5.8,40.0,3.1,1.4,0.28999999165534973,76.0,0.24,7,white
5053,10.1,0.179,0.4,0.9925,6.4,5.0,3.09,1.7,0.5400000214576721,60.0,0.26,5,white
5054,10.5,0.033,0.34,0.9953,7.0,31.0,3.22,8.5,0.5600000023841858,253.0,0.21,6,white
5055,10.0,0.055,0.35,0.998,6.5,47.0,3.58,12.0,0.4699999988079071,179.0,0.25,5,white
5056,10.1,0.064,0.27,0.99776,6.5,29.0,3.2,17.4,0.49000000953674316,140.0,0.25,6,white
5057,9.2,0.043,0.34,0.9964,6.7,31.0,3.22,8.9,0.6000000238418579,172.0,0.47,5,white
5058,11.4,0.023,0.28,0.98993,7.1,3.0,2.95,1.25,0.30000001192092896,89.0,0.27,4,white
5059,9.1,0.048,0.15,0.99571,6.0,101.0,3.05,9.7,0.30000001192092896,207.0,0.23,5,white
5060,9.5,0.062,0.27,0.9966,6.1,33.0,3.31,9.8,0.4699999988079071,152.0,0.24,6,white
5061,10.0,0.054,0.45,0.997,7.6,56.0,3.15,11.2,0.4699999988079071,137.0,0.17,5,white
5062,11.2,0.042,0.36,0.9941,7.8,38.0,3.26,7.0,0.3700000047683716,161.0,0.29,8,white
5063,8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.4099999964237213,155.0,0.19,8,white
5064,8.8,0.046,0.36,1.0,6.8,32.0,3.27,18.1,0.47999998927116394,133.0,0.21,5,white
5065,9.2,0.055,0.24,0.99626,7.2,45.0,3.2,8.5,0.5199999809265137,151.0,0.4,5,white
5066,9.2,0.052,0.48,0.99782,6.1,25.0,3.07,15.8,0.44999998807907104,94.0,0.25,6,white
5067,10.6,0.044,0.24,0.99312,7.7,29.0,3.27,2.4,0.5600000023841858,157.0,0.28,6,white
5068,9.4,0.056,0.51,0.9956,6.2,49.0,3.18,7.9,0.5199999809265137,206.0,0.28,5,white
5069,9.9,0.028,0.49,0.9926,8.9,6.0,2.91,1.0,0.3199999928474426,24.0,0.13,5,white
5070,12.6,0.03,0.31,0.99026,6.5,36.0,3.22,3.6,0.6200000047683716,92.0,0.26,8,white
5071,11.0,0.046,0.25,0.9925,7.1,50.0,3.2,1.6,0.41999998688697815,181.0,0.25,7,white
5072,10.6,0.051,0.49,0.9953,7.9,36.0,3.18,5.2,0.47999998927116394,157.0,0.18,6,white
5073,10.0,0.044,0.49,0.998,8.0,31.0,3.34,9.0,0.49000000953674316,185.0,0.25,6,white
5074,11.3,0.041,0.26,0.99154,7.2,46.0,3.19,1.5,0.5600000023841858,178.0,0.3,6,white
5075,11.5,0.034,0.39,0.9942,7.3,8.0,3.18,6.4,0.46000000834465027,84.0,0.25,5,white
5076,8.4,0.052,0.23,0.99429,6.2,34.0,3.16,3.3,0.47999998927116394,113.0,0.31,5,white
5077,11.2,0.026,0.26,0.9932,7.9,40.0,3.04,2.0,0.38999998569488525,190.0,0.255,6,white
5078,9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49000000953674316,229.0,0.19,7,white
5079,11.3,0.028,0.35,0.9932,9.0,27.0,3.04,4.9,0.4000000059604645,95.0,0.27,6,white
5080,9.5,0.048,0.01,0.9942,6.7,39.0,3.24,2.8,0.3499999940395355,137.0,0.41,5,white
5081,10.2,0.041,0.21,0.99225,6.4,35.0,3.15,1.2,0.46000000834465027,136.0,0.39,5,white
5082,10.4,0.047,0.2,0.99445,6.2,35.0,3.11,8.0,0.41999998688697815,111.0,0.26,6,white
5083,9.5,0.049,0.26,0.9946,8.3,56.0,3.21,1.5,0.6200000047683716,189.0,0.14,6,white
5084,10.933333,0.041,0.21,0.99334,6.4,36.0,2.99,9.65,0.3400000035762787,119.0,0.29,6,white
5085,9.4,0.056,0.28,0.99594,6.9,29.0,3.17,9.4,0.4300000071525574,183.0,0.43,5,white
5086,12.7,0.044,0.27,0.9895,6.0,20.0,3.31,2.3,0.4099999964237213,117.0,0.29,7,white
5087,11.2,0.031,0.25,0.99128,5.8,38.0,3.2,3.7,0.6299999952316284,122.0,0.385,6,white
5088,9.6,0.047,0.36,0.9949,6.6,57.0,3.15,8.0,0.46000000834465027,168.0,0.32,5,white
5089,9.2,0.063,0.05,0.9932,6.0,17.0,3.21,1.5,0.5600000023841858,120.0,0.41,6,white
5090,10.5,0.037,0.27,0.99444,7.1,19.0,3.04,9.6,0.3700000047683716,105.0,0.2,7,white
5091,11.5,0.071,0.26,0.98994,5.8,26.0,3.1,3.5,0.3799999952316284,69.0,0.27,6,white
5092,11.7,0.039,0.21,0.99098,5.0,31.0,3.69,2.2,0.6200000047683716,100.0,0.24,6,white
5093,9.4,0.046,0.31,0.99714,7.6,6.0,3.07,9.4,0.6100000143051147,194.0,0.48,5,white
5094,11.3,0.042,0.24,0.99304,7.4,28.0,3.14,6.0,0.4399999976158142,123.0,0.35,5,white
5095,12.7,0.019,0.37,0.99036,7.1,39.0,3.08,4.8,0.49000000953674316,114.0,0.36,7,white
5096,12.8,0.03,0.39,0.98904,4.4,31.0,3.46,4.3,0.36000001430511475,127.0,0.32,8,white
5097,9.0,0.029,0.27,0.9949,5.5,22.0,3.34,4.6,0.4399999976158142,104.0,0.14,5,white
5098,11.3,0.04,0.32,0.99182,6.3,37.0,3.24,4.2,0.4300000071525574,117.0,0.17,6,white
5099,12.1,0.029,0.33,0.99,6.2,24.0,3.24,1.7,0.5,111.0,0.28,6,white
5100,9.0,0.054,0.25,0.9979,6.1,34.0,3.25,12.9,0.4300000071525574,189.0,0.28,4,white
5101,10.2,0.046,0.31,0.9939,7.2,37.0,3.34,1.4,0.5699999928474426,135.0,0.19,7,white
5102,8.6,0.092,0.24,0.9951,6.8,30.0,3.03,4.9,0.46000000834465027,123.0,0.22,6,white
5103,10.4,0.121,0.24,0.99508,7.3,32.0,3.17,8.1,0.3799999952316284,162.0,0.17,8,white
5104,10.0,0.048,0.27,0.9938,6.0,40.0,3.64,1.9,0.5400000214576721,170.0,0.24,7,white
5105,10.8,0.046,0.26,0.9951,6.2,43.0,3.16,12.1,0.3700000047683716,127.0,0.27,6,white
5106,8.8,0.048,0.44,0.99955,6.4,29.0,3.26,14.4,0.5400000214576721,228.0,0.44,7,white
5107,12.0,0.032,0.26,0.99076,5.5,35.0,3.43,1.5,0.7699999809265137,100.0,0.16,6,white
5108,10.0,0.044,0.29,0.9956,6.2,56.0,3.36,7.3,0.550000011920929,244.0,0.35,6,white
5109,8.7,0.042,0.49,0.9997,6.6,41.0,3.28,18.15,0.38999998569488525,158.0,0.21,6,white
5110,9.1,0.051,0.31,0.99834,6.7,20.0,3.06,16.4,0.5400000214576721,146.0,0.34,5,white
5111,13.1,0.034,0.34,0.98774,5.0,49.0,3.32,1.1,0.3199999928474426,158.0,0.24,7,white
5112,10.1,0.026,0.34,0.9934,6.7,27.0,3.34,1.6,0.5799999833106995,109.0,0.16,6,white
5113,9.7,0.034,0.38,0.9997,11.8,15.0,2.93,11.1,0.550000011920929,123.0,0.23,3,white
5114,11.2,0.047,0.18,0.99164,6.8,30.0,3.27,1.4,0.5400000214576721,90.0,0.14,6,white
5115,10.8,0.039,0.66,0.9965,5.8,26.0,3.66,9.1,0.550000011920929,159.0,0.28,5,white
5116,10.0,0.061,0.37,0.995,7.9,25.0,3.22,3.0,0.5099999904632568,178.0,0.18,6,white
5117,11.0,0.04,0.24,0.9923,7.0,21.0,3.35,1.9,0.3799999952316284,144.0,0.35,5,white
5118,9.7,0.037,0.49,0.9954,6.4,37.0,3.38,6.4,0.5299999713897705,161.0,0.26,6,white
5119,9.4,0.054,0.42,0.99556,6.8,58.0,3.12,7.3,0.49000000953674316,200.0,0.27,6,white
5120,11.3,0.038,0.24,0.99139,5.9,61.0,3.31,3.8,0.5,152.0,0.23,7,white
5121,12.4,0.038,0.35,0.9916,6.9,37.0,3.0,8.6,0.3199999928474426,125.0,0.36,8,white
5122,10.0,0.044,0.27,0.9967,6.5,69.0,3.17,12.9,0.4300000071525574,215.0,0.26,6,white
5123,9.5,0.044,0.52,0.99548,6.6,53.0,3.18,8.1,0.47999998927116394,202.0,0.27,5,white
5124,9.3,0.045,0.29,0.99658,6.2,33.0,3.18,4.3,0.41999998688697815,126.0,0.19,6,white
5125,10.5,0.051,0.38,0.9926,6.3,7.0,3.45,0.9,0.5,140.0,0.27,7,white
5126,12.4,0.031,0.36,0.9897,5.2,46.0,3.14,5.1,0.3100000023841858,145.0,0.31,7,white
5127,9.4,0.038,0.42,0.9987,6.7,83.0,3.16,14.0,0.5,160.0,0.2,6,white
5128,9.9,0.049,0.21,0.9928,6.6,39.0,3.18,1.5,0.4099999964237213,184.0,0.36,6,white
5129,9.2,0.048,0.44,0.99528,6.4,49.0,3.15,7.1,0.47999998927116394,179.0,0.28,5,white
5130,12.9,0.044,0.33,0.98896,5.6,21.0,3.17,2.9,0.3199999928474426,73.0,0.12,8,white
5131,11.3,0.026,0.33,0.99014,6.0,31.0,3.13,2.5,0.5,85.0,0.24,7,white
5132,11.4,0.028,0.3,0.9936,7.0,27.0,3.4,6.5,0.41999998688697815,87.0,0.35,7,white
5133,11.5,0.029,0.29,0.99112,6.6,43.0,2.93,5.35,0.4300000071525574,106.0,0.21,7,white
5134,9.2,0.054,0.05,0.9948,5.9,36.0,3.43,2.6,0.5,146.0,0.5,6,white
5135,10.0,0.04,0.34,0.992,5.7,13.0,3.27,1.0,0.6600000262260437,174.0,0.335,5,white
5136,11.4,0.041,0.31,0.99254,6.7,7.0,3.04,7.4,0.4699999988079071,81.0,0.28,8,white
5137,11.4,0.035,0.31,0.99053,6.5,24.0,3.27,1.7,0.6899999976158142,79.0,0.29,7,white
5138,10.7,0.046,0.49,0.996,8.2,55.0,3.08,8.0,0.5199999809265137,223.0,0.34,6,white
5139,9.0,0.044,0.09,0.99713,7.3,45.0,3.15,11.4,0.46000000834465027,204.0,0.815,5,white
5140,10.4,0.029,0.23,0.9931,7.6,13.0,3.04,2.0,0.33000001311302185,151.0,0.54,5,white
5141,9.0,0.056,0.21,0.99827,6.9,49.0,3.11,15.7,0.47999998927116394,159.0,0.3,5,white
5142,8.7,0.056,0.55,1.0017,7.4,53.0,2.96,16.6,0.5799999833106995,238.0,0.32,6,white
5143,9.9,0.041,0.08,0.997,5.2,37.0,3.46,13.5,0.38999998569488525,142.0,0.365,6,white
5144,11.3,0.026,0.34,0.9916,9.2,31.0,2.93,1.2,0.3700000047683716,93.0,0.25,7,white
5145,12.9,0.035,0.3,0.989,5.8,26.0,3.32,2.2,0.4699999988079071,129.0,0.42,6,white
5146,9.8,0.054,0.4,0.99445,7.6,29.0,3.19,2.2,0.5299999713897705,175.0,0.3,5,white
5147,11.35,0.051,0.3,0.99339,6.5,25.0,3.24,9.15,0.5600000023841858,166.0,0.29,6,white
5148,10.3,0.056,0.33,0.9938,6.9,35.0,3.63,1.4,0.7799999713897705,136.0,0.21,6,white
5149,10.8,0.034,0.37,0.9928,7.0,26.0,3.17,4.9,0.4399999976158142,127.0,0.29,6,white
5150,10.1,0.049,0.37,0.9937,8.3,6.0,3.18,1.2,0.5199999809265137,94.0,0.18,5,white
5151,11.0,0.036,0.36,0.9938,7.5,43.0,3.04,7.0,0.3199999928474426,161.0,0.23,5,white
5152,10.7,0.038,0.35,0.99546,6.9,49.0,3.0,13.5,0.6299999952316284,118.0,0.19,6,white
5153,9.7,0.044,0.2,0.99604,6.6,45.0,2.96,11.4,0.5099999904632568,131.0,0.23,6,white
5154,9.9,0.043,0.29,0.99112,5.6,20.0,3.28,0.8,0.47999998927116394,67.0,0.175,6,white
5155,10.0,0.046,0.1,0.9937,6.5,23.0,3.29,1.3,0.44999998807907104,107.0,0.19,5,white
5156,11.2,0.038,0.22,0.99184,6.2,44.0,3.22,5.25,0.4000000059604645,145.0,0.36,6,white
5157,9.6,0.038,0.3,0.9948,6.4,15.0,3.14,5.5,0.49000000953674316,129.0,0.25,6,white
5158,10.0,0.041,0.12,0.9921,6.7,62.0,3.21,1.3,0.41999998688697815,138.0,0.27,6,white
5159,10.2,0.04,0.26,0.99366,6.5,18.0,3.17,7.0,0.3799999952316284,113.0,0.29,6,white
5160,9.4,0.044,0.16,0.99512,5.7,48.0,3.21,7.9,0.36000001430511475,197.0,0.29,5,white
5161,9.1,0.197,0.44,0.9942,6.4,75.0,3.01,3.6,0.3799999952316284,183.0,0.29,5,white
5162,8.7,0.05,0.65,0.9976,7.2,76.0,3.16,10.4,0.41999998688697815,192.0,0.46,5,white
5163,8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.4099999964237213,155.0,0.19,8,white
5164,10.2,0.035,0.33,0.99196,6.6,42.0,3.15,1.8,0.36000001430511475,148.0,0.19,5,white
5165,10.3,0.051,0.28,0.9927,6.9,37.0,3.27,1.3,0.6000000238418579,187.0,0.33,5,white
5166,12.1,0.044,0.31,0.98998,5.8,35.0,3.19,3.5,0.3700000047683716,158.0,0.23,7,white
5167,10.7,0.04,0.31,0.99672,6.4,57.0,3.21,13.9,0.3799999952316284,135.0,0.22,5,white
5168,11.7,0.036,0.46,0.99279,7.2,17.0,3.1,6.4,0.7799999713897705,85.0,0.23,6,white
5169,8.9,0.05,0.36,0.9986,7.3,35.0,3.04,13.1,0.46000000834465027,200.0,0.25,7,white
5170,9.6,0.062,0.51,0.99545,6.7,50.0,3.13,8.0,0.5,194.0,0.26,5,white
5171,8.9,0.047,0.2,0.9976,5.8,26.0,3.09,16.05,0.46000000834465027,166.0,0.33,5,white
5172,11.0,0.068,0.29,0.9914,6.6,39.0,3.34,1.1,0.5799999833106995,124.0,0.25,7,white
5173,8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.4099999964237213,155.0,0.19,8,white
5174,9.2,0.034,0.22,0.9989,6.8,16.0,3.07,17.8,0.5299999713897705,116.0,0.27,5,white
5175,12.4,0.032,0.28,0.9922,6.5,31.0,3.02,11.25,0.3799999952316284,87.0,0.43,6,white
5176,9.7,0.05,0.3,0.9942,6.8,40.0,3.4,5.3,0.38999998569488525,127.0,0.15,6,white
5177,9.8,0.053,0.48,0.99472,6.3,34.0,3.18,7.4,0.5299999713897705,149.0,0.3,5,white
5178,10.5,0.048,0.51,0.9943,6.3,35.0,3.1,6.3,1.0099999904632568,146.0,0.37,6,white
5179,12.5,0.031,0.36,0.99055,7.4,27.0,3.28,2.0,0.47999998927116394,139.0,0.24,9,white
5180,8.9,0.046,0.15,0.9958,6.9,51.0,3.13,8.1,0.44999998807907104,180.0,0.32,5,white
5181,11.0,0.03,0.49,0.994,7.4,26.0,2.99,9.3,0.3199999928474426,132.0,0.19,7,white
5182,9.4,0.04,0.27,0.9948,6.5,44.0,3.19,5.2,0.6899999976158142,179.0,0.28,6,white
5183,11.2,0.027,0.26,0.9924,6.9,46.0,3.25,5.0,0.4300000071525574,143.0,0.33,7,white
5184,10.8,0.052,0.24,0.99374,6.3,36.0,3.8,1.7,0.6600000262260437,135.0,0.2,6,white
5185,12.5,0.037,0.34,0.9888,6.6,42.0,3.03,0.8,0.3700000047683716,119.0,0.28,6,white
